text,label
in fiorentino v irons fcr foster j declined to follow what he characterised as the obiter observations of lockhart j in re sherlock alr he noted that the decision in the new south wales supreme court turned upon the precise meaning of the supreme court rules,PROPERTY
in fiorentino v irons fcr foster j declined to follow what he characterised as the obiter observations of lockhart j in re sherlock alr he noted that the decision in the new south wales supreme court turned upon the precise meaning of the supreme court rules,PROPERTY
in fiorentino v irons fcr foster j declined to follow what he characterised as the obiter observations of lockhart j in re sherlock alr he noted that the decision in the new south wales supreme court turned upon the precise meaning of the supreme court rules,PROPERTY
regulation is a definition for the purposes of div of the regulations which relates to domestic violence the effect of div is to institute a mechanical form of proof of domestic violence a serious allegation which absolves an applicant from the need to prove domestic violence in the ordinary course,CRIMINAL
st leonards property pty ltd v ambridge investments pty ltd nswsc acsr barrett j made an order bringing the administration of a company to an end the improper purpose of the director and appointor in that case was to manipulate the relationback day to his benefit,PROPERTY
either event it is plain that the question of the extent of the executive power is consigned to the chapter iii courts in that regard at a functional level the situation is not so very different to the treatment given by the english courts to the question of the extent of the prerogative,PROPERTY
either event it is plain that the question of the extent of the executive power is consigned to the chapter iii courts in that regard at a functional level the situation is not so very different to the treatment given by the english courts to the question of the extent of the prerogative,PROPERTY
either event it is plain that the question of the extent of the executive power is consigned to the chapter iii courts in that regard at a functional level the situation is not so very different to the treatment given by the english courts to the question of the extent of the prerogative,PROPERTY
are a number of different aspects to that broad principle first it is plain that the courts will absolutely abide the executives views on questions such as the accession of foreign territory the recognition of a foreign sovereign or the recognition of foreign states and ambassadors see chow hung ching v the king hca clr at per latham cj,PROPERTY
are a number of different aspects to that broad principle first it is plain that the courts will absolutely abide the executives views on questions such as the accession of foreign territory the recognition of a foreign sovereign or the recognition of foreign states and ambassadors see chow hung ching v the king hca clr at per latham cj,PROPERTY
application is made by an amended notice of motion filed july and seeks the summary dismissal of the proceeding the current form of mr habibs pleading is the third further amended statement of claim which i shall refer to as the pleading,PROPERTY
either event it is plain that the question of the extent of the executive power is consigned to the chapter iii courts in that regard at a functional level the situation is not so very different to the treatment given by the english courts to the question of the extent of the prerogative,PROPERTY
mr gormly argues that academic standards can never be fully objectified such that their application is a matter of mere administration he points out that different institutions prescribe different rules and standards,PROPERTY
mr gormly argues that academic standards can never be fully objectified such that their application is a matter of mere administration he points out that different institutions prescribe different rules and standards,PROPERTY
the court has a range of remedies available to it to ensure compliance with its orders including fines sequestration of property and imprisonment australian securities and investments commission v matthews acsr at accc v hughes at and louis vuitton malletier sa v design elegance pty ltd fca ipr imprisonment is reserved for the most serious criminal contempt cases and is not appropriate here see keeley v mr justice brooking hca clr at gallagher v durack hca clr at hickey at,PROPERTY
the court has a range of remedies available to it to ensure compliance with its orders including fines sequestration of property and imprisonment australian securities and investments commission v matthews acsr at accc v hughes at and louis vuitton malletier sa v design elegance pty ltd fca ipr imprisonment is reserved for the most serious criminal contempt cases and is not appropriate here see keeley v mr justice brooking hca clr at gallagher v durack hca clr at hickey at,PROPERTY
the court has a range of remedies available to it to ensure compliance with its orders including fines sequestration of property and imprisonment australian securities and investments commission v matthews acsr at accc v hughes at and louis vuitton malletier sa v design elegance pty ltd fca ipr imprisonment is reserved for the most serious criminal contempt cases and is not appropriate here see keeley v mr justice brooking hca clr at gallagher v durack hca clr at hickey at,PROPERTY
the court has a range of remedies available to it to ensure compliance with its orders including fines sequestration of property and imprisonment australian securities and investments commission v matthews acsr at accc v hughes at and louis vuitton malletier sa v design elegance pty ltd fca ipr imprisonment is reserved for the most serious criminal contempt cases and is not appropriate here see keeley v mr justice brooking hca clr at gallagher v durack hca clr at hickey at,PROPERTY
examples of cases in which receivers have been appointed on an interlocutory basis can be multiplied relevantly a court may appoint a receiver to a trust in order to protect trust property,PROPERTY
examples of cases in which receivers have been appointed on an interlocutory basis can be multiplied relevantly a court may appoint a receiver to a trust in order to protect trust property,PROPERTY
turn now to consider whether settlement of the proceeding ought to be approved under s v of the federal court of australia act the relevant principles are now well settled see for example australian competition and consumer commission v chats house investments pty ltd fcr at per branson j williams v fai home security pty ltd fca alr at per goldberg j neil v p amp o cruises australia ltd fca at per weinberg j jarrama pty ltd v caltex australia petroleum pty ltd fca at per crennan j courtney v medtel pty ltd alr at per sackville j crawford v bank of western australia ltd fca at per lee j georgiou v old england hotel pty ltd fca at per young j darwalla milling co pty ltd v f hoffmanla roche ltd alr at and per jessup j and haslam v money for living pty ltd fca at per gordon j,PROPERTY
turn now to consider whether settlement of the proceeding ought to be approved under s v of the federal court of australia act the relevant principles are now well settled see for example australian competition and consumer commission v chats house investments pty ltd fcr at per branson j williams v fai home security pty ltd fca alr at per goldberg j neil v p amp o cruises australia ltd fca at per weinberg j jarrama pty ltd v caltex australia petroleum pty ltd fca at per crennan j courtney v medtel pty ltd alr at per sackville j crawford v bank of western australia ltd fca at per lee j georgiou v old england hotel pty ltd fca at per young j darwalla milling co pty ltd v f hoffmanla roche ltd alr at and per jessup j and haslam v money for living pty ltd fca at per gordon j,PROPERTY
turn now to consider whether settlement of the proceeding ought to be approved under s v of the federal court of australia act the relevant principles are now well settled see for example australian competition and consumer commission v chats house investments pty ltd fcr at per branson j williams v fai home security pty ltd fca alr at per goldberg j neil v p amp o cruises australia ltd fca at per weinberg j jarrama pty ltd v caltex australia petroleum pty ltd fca at per crennan j courtney v medtel pty ltd alr at per sackville j crawford v bank of western australia ltd fca at per lee j georgiou v old england hotel pty ltd fca at per young j darwalla milling co pty ltd v f hoffmanla roche ltd alr at and per jessup j and haslam v money for living pty ltd fca at per gordon j,PROPERTY
turn now to consider whether settlement of the proceeding ought to be approved under s v of the federal court of australia act the relevant principles are now well settled see for example australian competition and consumer commission v chats house investments pty ltd fcr at per branson j williams v fai home security pty ltd fca alr at per goldberg j neil v p amp o cruises australia ltd fca at per weinberg j jarrama pty ltd v caltex australia petroleum pty ltd fca at per crennan j courtney v medtel pty ltd alr at per sackville j crawford v bank of western australia ltd fca at per lee j georgiou v old england hotel pty ltd fca at per young j darwalla milling co pty ltd v f hoffmanla roche ltd alr at and per jessup j and haslam v money for living pty ltd fca at per gordon j,PROPERTY
turn now to consider whether settlement of the proceeding ought to be approved under s v of the federal court of australia act the relevant principles are now well settled see for example australian competition and consumer commission v chats house investments pty ltd fcr at per branson j williams v fai home security pty ltd fca alr at per goldberg j neil v p amp o cruises australia ltd fca at per weinberg j jarrama pty ltd v caltex australia petroleum pty ltd fca at per crennan j courtney v medtel pty ltd alr at per sackville j crawford v bank of western australia ltd fca at per lee j georgiou v old england hotel pty ltd fca at per young j darwalla milling co pty ltd v f hoffmanla roche ltd alr at and per jessup j and haslam v money for living pty ltd fca at per gordon j,PROPERTY
turn now to consider whether settlement of the proceeding ought to be approved under s v of the federal court of australia act the relevant principles are now well settled see for example australian competition and consumer commission v chats house investments pty ltd fcr at per branson j williams v fai home security pty ltd fca alr at per goldberg j neil v p amp o cruises australia ltd fca at per weinberg j jarrama pty ltd v caltex australia petroleum pty ltd fca at per crennan j courtney v medtel pty ltd alr at per sackville j crawford v bank of western australia ltd fca at per lee j georgiou v old england hotel pty ltd fca at per young j darwalla milling co pty ltd v f hoffmanla roche ltd alr at and per jessup j and haslam v money for living pty ltd fca at per gordon j,PROPERTY
turn now to consider whether settlement of the proceeding ought to be approved under s v of the federal court of australia act the relevant principles are now well settled see for example australian competition and consumer commission v chats house investments pty ltd fcr at per branson j williams v fai home security pty ltd fca alr at per goldberg j neil v p amp o cruises australia ltd fca at per weinberg j jarrama pty ltd v caltex australia petroleum pty ltd fca at per crennan j courtney v medtel pty ltd alr at per sackville j crawford v bank of western australia ltd fca at per lee j georgiou v old england hotel pty ltd fca at per young j darwalla milling co pty ltd v f hoffmanla roche ltd alr at and per jessup j and haslam v money for living pty ltd fca at per gordon j,PROPERTY
turn now to consider whether settlement of the proceeding ought to be approved under s v of the federal court of australia act the relevant principles are now well settled see for example australian competition and consumer commission v chats house investments pty ltd fcr at per branson j williams v fai home security pty ltd fca alr at per goldberg j neil v p amp o cruises australia ltd fca at per weinberg j jarrama pty ltd v caltex australia petroleum pty ltd fca at per crennan j courtney v medtel pty ltd alr at per sackville j crawford v bank of western australia ltd fca at per lee j georgiou v old england hotel pty ltd fca at per young j darwalla milling co pty ltd v f hoffmanla roche ltd alr at and per jessup j and haslam v money for living pty ltd fca at per gordon j,PROPERTY
turn now to consider whether settlement of the proceeding ought to be approved under s v of the federal court of australia act the relevant principles are now well settled see for example australian competition and consumer commission v chats house investments pty ltd fcr at per branson j williams v fai home security pty ltd fca alr at per goldberg j neil v p amp o cruises australia ltd fca at per weinberg j jarrama pty ltd v caltex australia petroleum pty ltd fca at per crennan j courtney v medtel pty ltd alr at per sackville j crawford v bank of western australia ltd fca at per lee j georgiou v old england hotel pty ltd fca at per young j darwalla milling co pty ltd v f hoffmanla roche ltd alr at and per jessup j and haslam v money for living pty ltd fca at per gordon j,PROPERTY
the fault of a migration agent has in fact been taken into account in at least one application for an extension of time in which to file an appeal in this court see sqmb v minister for immigration and multicultural and indigenous affairs fca in that case lander j was satisfied that the applicants were unaware that they had brought proceedings in this court and that the failure to file the notice of appeal in time was the fault of his migration agent see at and,PROPERTY
this is an appeal from a judgment of the federal magistrates court which dismissed an application for review of a decision of the refugee review tribunal affirming a decision of a delegate of the minister to refuse the appellant a protection visa the nature of the appellants visa application the reasoning of the tribunal and the decision of the federal magistrates court are set out in the judgment of the federal magistrate which is available on the internet szibp v minister for immigration and citizenship fmca,CYBER
so far as the adjournment of an application for the winding up of company under s a is concerned the authority which has proved influential is a decision of the queensland court of appeal creevey v deputy commissioner of taxation acsr mr mcpherson j with whose judgment pincus and davies jj agreed remarked at page it is evident from the terms of that subsection a that before it applies the court must be satisfied not only that there is an administration but also as the subsection says that it is in the interests of the companys creditors for the company to continue under administration rather than be wound up,PROPERTY
it is also clear for the reasons already expressed that the particular paragraph of those reasons for decision could not have affected the respondent forming the view in terms of s of the act of not being satisfied with the return furnished by the applicant for the financial year ended june or the assessment of the amount on which income tax ought to be levied it is apparent on the material that the respondent had formed the view that a default assessment should be made in respect of the applicants taxation liability for the financial years ended june at least by october,PROPERTY
it is also clear for the reasons already expressed that the particular paragraph of those reasons for decision could not have affected the respondent forming the view in terms of s of the act of not being satisfied with the return furnished by the applicant for the financial year ended june or the assessment of the amount on which income tax ought to be levied it is apparent on the material that the respondent had formed the view that a default assessment should be made in respect of the applicants taxation liability for the financial years ended june at least by october,PROPERTY
in minister for immigration amp ethnic affairs v kurtovic fcr gummow j at said as a starting point i should note that the present case is not one where a party asserts that the executive or other public authority is estopped from asserting that a particular action of which the other party seeks performance would be ultra vires as exceeding the powers given by or pursuant to a law of the parliament any doctrine of estoppel in that context would threaten to undermine the doctrine of ultra vires by enabling public authorities to extend their powers both de facto and de jure by making representations beyond power which they would then be estopped from denying,CRIMINAL
accc did not argue that the relevant principles were other than those encapsulated in hooper v kirella pty ltd fca fcr at the accc also referred me to rush v commissioner of police fca fcr at,CRIMINAL
the circumstances which a court must consider when asked to grant leave have been set out in allanson v midland credit ltd alr in that full court decision their honours observed at that if the issues involved would be better and more comprehensively dealt with in a contested trial of the action in the supreme court than if a creditor was required to lodge a proof of debt a grant of leave should follow,PROPERTY
there is no doubt that the advancement of religion includes missionary work baptist union of ireland corporation ltd v commissioners of inland revenue tc this is so whether that work is conducted within australia or overseas,PROPERTY
there is no doubt that the advancement of religion includes missionary work baptist union of ireland corporation ltd v commissioners of inland revenue tc this is so whether that work is conducted within australia or overseas,PROPERTY
there is no doubt that the advancement of religion includes missionary work baptist union of ireland corporation ltd v commissioners of inland revenue tc this is so whether that work is conducted within australia or overseas,PROPERTY
some assistance may be found in the rating cases statutes imposing rates on property are frequently subject to exemptions for property used exclusively for charitable purposes,PROPERTY
where the commercial activity is not a purpose of the university but is merely incidental to the carrying out of the purpose the land on which it is conducted will still be used exclusively for charitable purposes so in salvation army property trust v fern tree gully corporation hca clr the sale for profit of produce grown at a facility for delinquent boys an activity which the high court held to be merely incidental to the charitable purpose of the occupier of the land did not preclude the property from being exempt from the rating statute,PROPERTY
however where the commercial activity is neither part of the charitable purpose of the occupier nor merely incidental to that purpose and is used only to generate income the land will not qualify for a sole use exemption because the land will not have been used by the occupier commissioners of taxation v trustees of st marks glebe ac ryde municipal council v macquarie university hca clr at per gibbs acj,PROPERTY
there is a large body of law on this question in the united states see d e buckner property used as dining rooms or restaurants as within tax exemptions extended to property of religious educational charitable or hospital organizations alr d some decisions favour the taxpayer and others favour the authorities,PROPERTY
there is a large body of law on this question in the united states see d e buckner property used as dining rooms or restaurants as within tax exemptions extended to property of religious educational charitable or hospital organizations alr d some decisions favour the taxpayer and others favour the authorities,PROPERTY
szmbs v minister for immigration and citizenship and another fcr the full court considered a letter headed to whom it may be concerned sic written by the minister of a local church stating this is to confirm that the appellant has been meeting regularly with the church since august please do not hesitate to contact william poh should you have a further enquiry,PROPERTY
test is objective there is no requirement that every element of the potential cause of action in fact exists but rather that there may be entitlement to relief see hooper hooper and others v kirella pty ltd transfield pty ltd v airservices australia fca fcr at malouf v malouf fca at quanta software international pty ltd v computer management services pty ltd alr at alphapharm pty ltd v eli lilly australia pty ltd fca st george bank ltd v rabo australia ltd and another fca alr at leighton contractors pty ltd v page kirkland management pty ltd fca at,CYBER
test is objective there is no requirement that every element of the potential cause of action in fact exists but rather that there may be entitlement to relief see hooper hooper and others v kirella pty ltd transfield pty ltd v airservices australia fca fcr at malouf v malouf fca at quanta software international pty ltd v computer management services pty ltd alr at alphapharm pty ltd v eli lilly australia pty ltd fca st george bank ltd v rabo australia ltd and another fca alr at leighton contractors pty ltd v page kirkland management pty ltd fca at,CYBER
test is objective there is no requirement that every element of the potential cause of action in fact exists but rather that there may be entitlement to relief see hooper hooper and others v kirella pty ltd transfield pty ltd v airservices australia fca fcr at malouf v malouf fca at quanta software international pty ltd v computer management services pty ltd alr at alphapharm pty ltd v eli lilly australia pty ltd fca st george bank ltd v rabo australia ltd and another fca alr at leighton contractors pty ltd v page kirkland management pty ltd fca at,CYBER
test is objective there is no requirement that every element of the potential cause of action in fact exists but rather that there may be entitlement to relief see hooper hooper and others v kirella pty ltd transfield pty ltd v airservices australia fca fcr at malouf v malouf fca at quanta software international pty ltd v computer management services pty ltd alr at alphapharm pty ltd v eli lilly australia pty ltd fca st george bank ltd v rabo australia ltd and another fca alr at leighton contractors pty ltd v page kirkland management pty ltd fca at,CYBER
test is objective there is no requirement that every element of the potential cause of action in fact exists but rather that there may be entitlement to relief see hooper hooper and others v kirella pty ltd transfield pty ltd v airservices australia fca fcr at malouf v malouf fca at quanta software international pty ltd v computer management services pty ltd alr at alphapharm pty ltd v eli lilly australia pty ltd fca st george bank ltd v rabo australia ltd and another fca alr at leighton contractors pty ltd v page kirkland management pty ltd fca at,CYBER
test is objective there is no requirement that every element of the potential cause of action in fact exists but rather that there may be entitlement to relief see hooper hooper and others v kirella pty ltd transfield pty ltd v airservices australia fca fcr at malouf v malouf fca at quanta software international pty ltd v computer management services pty ltd alr at alphapharm pty ltd v eli lilly australia pty ltd fca st george bank ltd v rabo australia ltd and another fca alr at leighton contractors pty ltd v page kirkland management pty ltd fca at,CYBER
the question of the absorption of a child into the australian community was considered by the full court in moore v minister for immigration and citizenship fcr at the full court noted with apparent approval the following passage from the reasons for judgment of french j in johnson v minister for immigration and multicultural and indigenous affairs fca fcr at in relation to the question of absorption into the community french j said in johnson at the general statements made about the concept of absorption offer little in the way of practical guidance for determining whether a person has become part of the community either as an adult or as a minor who comes in with a family unit,FAMILY
the question of the absorption of a child into the australian community was considered by the full court in moore v minister for immigration and citizenship fcr at the full court noted with apparent approval the following passage from the reasons for judgment of french j in johnson v minister for immigration and multicultural and indigenous affairs fca fcr at in relation to the question of absorption into the community french j said in johnson at the general statements made about the concept of absorption offer little in the way of practical guidance for determining whether a person has become part of the community either as an adult or as a minor who comes in with a family unit,FAMILY
in the king v macfarlane ex parte oflanagan and ex parte oreily hca clr at starke j expressed a similar view observing the constitution unites into a federal commonwealth the people of australia the entry into the commonwealth of a person who at the moment of entering is already one of the people of australia could hardly be described as an immigration into the commonwealth it would in truth be the return of an australian to his homeland,PROPERTY
although there has been no direct judicial consideration of the term publication in relation to s applications there appears to be a consensus emerging in the cases on s that this section deals expressly with the prevention of information given in open court from entering the wider public arena see computer interchange pty ltd and another v microsoft corp and another fca fcr per madgwick j at the word domain has also been used interchangeably with arena see generally johnston v cameron fca minister for immigration and multicultural and indigenous affairs v x fcafc fcr,CYBER
although there has been no direct judicial consideration of the term publication in relation to s applications there appears to be a consensus emerging in the cases on s that this section deals expressly with the prevention of information given in open court from entering the wider public arena see computer interchange pty ltd and another v microsoft corp and another fca fcr per madgwick j at the word domain has also been used interchangeably with arena see generally johnston v cameron fca minister for immigration and multicultural and indigenous affairs v x fcafc fcr,CYBER
although there has been no direct judicial consideration of the term publication in relation to s applications there appears to be a consensus emerging in the cases on s that this section deals expressly with the prevention of information given in open court from entering the wider public arena see computer interchange pty ltd and another v microsoft corp and another fca fcr per madgwick j at the word domain has also been used interchangeably with arena see generally johnston v cameron fca minister for immigration and multicultural and indigenous affairs v x fcafc fcr,CYBER
the respondents alternate submission that it should not suffer or be put at serious risk of collateral damage or disadvantage through the abuse of the maps is not made out on the evidence before the court mr stone gave evidence that the release of the maps bearing the labels applied by mr dell would perpetuate and promulgate this misrepresentation and create an opportunity for abuse,PROPERTY
my attention has been drawn by counsel for both parties to wellknown authorities dealing with indemnity costs including nmfm property v citibank ltd fca fcr colgate palmolive company v cussons pty ltd fcr and fountain selected meats pty ltd v international produce merchants pty ltd alr the court has a discretion concerning the scale of costs,PROPERTY
my attention has been drawn by counsel for both parties to wellknown authorities dealing with indemnity costs including nmfm property v citibank ltd fca fcr colgate palmolive company v cussons pty ltd fcr and fountain selected meats pty ltd v international produce merchants pty ltd alr the court has a discretion concerning the scale of costs,PROPERTY
my attention has been drawn by counsel for both parties to wellknown authorities dealing with indemnity costs including nmfm property v citibank ltd fca fcr colgate palmolive company v cussons pty ltd fcr and fountain selected meats pty ltd v international produce merchants pty ltd alr the court has a discretion concerning the scale of costs,PROPERTY
in louis vuitton malletier sa v design elegance fca i set out the principles applicable to proceedings for contempt deliberate conduct which is in breach of a court order will constitute wilful disobedience of the order and therefore a civil contempt unless the conduct be casual accidental or unintentional see australian meat industry employees union v mudginberri station pty ltd hca clr at and however the disobedience will amount to a criminal contempt if it involves deliberate defiance or as it is sometimes said if it is contumacious see witham v holloway hca clr at,EMPLOYMENT
in louis vuitton malletier sa v design elegance fca i set out the principles applicable to proceedings for contempt deliberate conduct which is in breach of a court order will constitute wilful disobedience of the order and therefore a civil contempt unless the conduct be casual accidental or unintentional see australian meat industry employees union v mudginberri station pty ltd hca clr at and however the disobedience will amount to a criminal contempt if it involves deliberate defiance or as it is sometimes said if it is contumacious see witham v holloway hca clr at,EMPLOYMENT
the relevance of the failure of an accused to give evidence was explained in rps v the queen hca clr where gaudron acj gummow kirby and hayne jj stated it will seldom if ever be reasonable to conclude that an accused in a criminal trial would be expected to give evidence the most that can be said in criminal matters is that there are some cases in which evidence contradicting an apparently damning inference to be drawn from proven facts could come only from the accused,PROPERTY
a holder of a native title interest in the land is entitled to be joined to the proceedings of the act munn v state of queensland fca a claim to native title is ordinarily of itself sufficient to justify joinder under s of the act,PROPERTY
in davishurst v minister for land and water conservation alr branson j ordered the joinder of mr kemp who did not wish himself to advance a claim for native title to a proceeding for a determination of native title mr kemps interest as a descendant of the pirripaayi people was to avoid the making of a determination by the court that discounted the traditional connection which he believed to exist between the pirripaayi people and the land,PROPERTY
to prevent the making of the declaration sought by the land council worimi would need to advance a case that establishes that native title does exist or to cast doubt on the land councils evidence native title exists under the act as a community title capable of recognition by the common law,PROPERTY
the worimi local aboriginal land council previously represented by an administrator mr hillig seeks a declaration that no native title exists over land at port stephens being lot in deposited plan by notice of motion filed on august mr gary dates also known as worimi sought to become a party to the proceedings,PROPERTY
in kanak v minister for land and water conservation fca fcr a nonclaimant sought by a nonclaimant application positively to assert the existence of native title justice madgwick observed at that the act is structured so that any positive assertion that native title exists needs to comply with the requirements of ss a and and that the drafters of the act evidently assumed that only claimant groups would assert native title,PROPERTY
it is not a matter of mere speculation as to how worimis claim will be affected it will be extinguished regardless worimi relies on his claimed native title right to oppose or qualify the land councils claim of no native title fcr at,PROPERTY
to prevent the making of the declaration sought by the land council worimi would need to advance a case that establishes that native title does exist or to cast doubt on the land councils evidence native title exists under the act as a community title capable of recognition by the common law,PROPERTY
a holder of a native title interest in the land is entitled to be joined to the proceedings of the act munn v state of queensland fca a claim to native title is ordinarily of itself sufficient to justify joinder under s of the act,PROPERTY
the land council asserts an absence of native title the members of the land council are adult aboriginal persons who are listed on the local aboriginal land council membership roll for the area in which the land is located,PROPERTY
the worimi local aboriginal land council previously represented by an administrator mr hillig seeks a declaration that no native title exists over land at port stephens being lot in deposited plan by notice of motion filed on august mr gary dates also known as worimi sought to become a party to the proceedings,PROPERTY
when remitted the matter came before the refugee review tribunal differently constituted a hearing before the reconstituted tribunal took place in october and on december the tribunal as reconstituted again affirmed the decision not to grant the protection visa,PROPERTY
consideration which is not specifically referred to in s a of the crimes act but which has assumed considerable importance in the case law which has developed in relation to part v of the act has been general deterrence the absence of specific reference to general deterrence has not been interpreted as meaning that it is not a relevant consideration,CRIMINAL
consideration which is not specifically referred to in s a of the crimes act but which has assumed considerable importance in the case law which has developed in relation to part v of the act has been general deterrence the absence of specific reference to general deterrence has not been interpreted as meaning that it is not a relevant consideration,CRIMINAL
consideration which is not specifically referred to in s a of the crimes act but which has assumed considerable importance in the case law which has developed in relation to part v of the act has been general deterrence the absence of specific reference to general deterrence has not been interpreted as meaning that it is not a relevant consideration,CRIMINAL
australian competition and consumer commission v dimmeys stores pty ltd fca at weinberg j noted certain observations of french j in gardam v splendid enterprises pty ltd atpr at to which he found to be a helpful statement of the principles which governed the determination of penalties to be fixed for breaches of the consumer protection provisions of the act his honour held that these principles remained relevant notwithstanding the introduction of s a of the crimes act,CRIMINAL
consideration which is not specifically referred to in s a of the crimes act but which has assumed considerable importance in the case law which has developed in relation to part v of the act has been general deterrence the absence of specific reference to general deterrence has not been interpreted as meaning that it is not a relevant consideration,CRIMINAL
consideration which is not specifically referred to in s a of the crimes act but which has assumed considerable importance in the case law which has developed in relation to part v of the act has been general deterrence the absence of specific reference to general deterrence has not been interpreted as meaning that it is not a relevant consideration,CRIMINAL
consideration which is not specifically referred to in s a of the crimes act but which has assumed considerable importance in the case law which has developed in relation to part v of the act has been general deterrence the absence of specific reference to general deterrence has not been interpreted as meaning that it is not a relevant consideration,CRIMINAL
while there is no obligation on the court in cases particularly involving a selfrepresented litigant it is open to the court to identify other grounds of appeal which the litigant may have missed but which present an arguable case this practice is particularly apparent in migration matters where litigants are commonly not only selfrepresented but frequently lack english language skills in attempting to address the court in respect of an area of law of considerable difficulty,PROPERTY
in dealing with a situation where there was an award underpinning an individual contract of employment brennan cj dawson and toohey jj said in byrne v australian airlines limited hca clr at in a system of industrial regulation where some but not all of the incidents of an employment relationship are determined by award it is plainly unnecessary that the contract of employment should provide for those matters already covered by the award the contract may provide additional benefits but cannot derogate from the terms and conditions imposed by the award and the award operates with statutory force to secure those terms and conditions,EMPLOYMENT
to like effect wilson j said in ansett transport industries proprietary limited v wardley hca clr at it will be seldom that an award will lend itself to the covering the field test of inconsistency on the subject of the contract of employment,EMPLOYMENT
the applicant relied upon the judgment of the full court in demagogue pty ltd v ramensky fcr to support the proposition that loss or damage did not have to be loss or damage for which monetary damages could be awarded that may well be correct but demagogue may be distinguished on the basis that it concerned misleading or deceptive conduct in contravention of the trade practices act in the form of nondisclosure by a vendor of unusual features relating to access to land located at noosa heads in the state of queensland which the purchasers who sought relief under s andor of the trade practices act acquired by entering into a contract which they would never have entered into had they been aware of the true position with regard to access to the site,PROPERTY
the second issue arose because at of the reasons in rubibi no i raised the question of whether the determination should limit the exploitation of the resources in the yawuru claim area to noncommercial exploitation the yawuru claimants opposed any such limitation and contended that that limitation would be inconsistent with their right to exclusive possession which they claimed entitled the native title holders to determine the purposes for which the land and waters were to be used,PROPERTY
the state contended that the native title rights and interests claimed and pursued at trial by the yawuru claimants did not include any right of commercial exploitation of the resources of the land or waters the state pointed out that in relation to a claim under the nta the court is not concerned with the common law rights that might attach to a right of exclusive possession but rather with the native title rights and interests possessed under traditional laws and customs see members of the yorta yorta aboriginal community v state of victoria hca clr at and de rose v state of south australia fcafc fcr at,PROPERTY
the state contended that the native title rights and interests claimed and pursued at trial by the yawuru claimants did not include any right of commercial exploitation of the resources of the land or waters the state pointed out that in relation to a claim under the nta the court is not concerned with the common law rights that might attach to a right of exclusive possession but rather with the native title rights and interests possessed under traditional laws and customs see members of the yorta yorta aboriginal community v state of victoria hca clr at and de rose v state of south australia fcafc fcr at,PROPERTY
the commonwealth made submissions on this issue because two of the freeholds in question are held by the aboriginal and torres strait islander commission in the course of the commonwealths submissions it became apparent that the freehold grants were in the cable beach area and probably had houses constructed upon them by the freehold grantees or by purchasers from those grantees who had not been informed of these proceedings or of the likelihood that their rights were subject to the rights and interests of the native title holders,PROPERTY
the law applicable to a challenge to the validity of a regulation made in the exercise of a statutory power to make regulations would appear to be applicable to the analogous exercise of a power to reserve land for certain purposes under a regulation that provides for the exercise of that power in south australia v tanner hca clr at brennan j stated that as the validity of a regulation depends on whether it answers the statutory description the problem is one of characterisation,PROPERTY
it can be accepted that the phrase public purposes has a broad meaning in bathurst city council v pwc properties pty ltd hca clr at gaudron mchugh gummow hayne and callinan jj stated that the phrase public purposes connotes the giving to the public of some rights in the land which subtract from the crowns full ownership,PROPERTY
further in the majority judgment in western australia v ward hca clr at their honours observed reservation of land under the relevant western australian provisions inhibited the crowns future action in relation to that land,PROPERTY
the yawuru claimants did not contest the extinguishment claimed in respect of the areas on which the gaol and the police station have been constructed as i later explain it is common ground that extinguishment has occurred in any event in respect of those areas because the gaol and police station are public works,CRIMINAL
there remains the question of whether by constructing a gaol and a police station on the reserves the crown created in others or asserted rights in relation to the land that were inconsistent with native title rights and interests over the land see in ward hc in my view the exercise of the right to construct a gaol or police station on part only of the reserved land is not necessarily inconsistent with native title rights and interests in the remaining part of the reserved land if that part of the reserve is not reasonably necessary for or incidental to the operation or enjoyment of the gaol or police station cf de rose v south australia fcafc fcr at and,PROPERTY
the issue on which the yawuru claimants and the state differed concerned whether the native title right and interest to live on the leased land was inconsistent with the rights conferred by the pastoral or mining leases the state accepted that i was bound by the decision of the full court in northern territory of australia v alyawarr kaytetye warumungu wakaya native title claim group fcafc fcr at to find that the native title right to live on a pastoral lease is not inconsistent with the rights of the lessee under the lease,PROPERTY
the yawuru claimants disputed the states contentions they relied upon a later decision of rd nicholson j in daniel v state of western australia to contend that a mining lease is not relevantly distinguishable from a pastoral lease,PROPERTY
in hayes v northern territory fca fcr at olney j pointed out that given the context in which s b was enacted clr the requirement for occupation of the land should be understood in the sense that the indigenous people had traditionally occupied the land rather than in the sense of occupation according to common law principles his honour then stated at the use of traditional country by members of the relevant claimant group which is neither random nor coincidental but in accordance with the way of life habits customs and usages of the group is in the context of the legislation sufficient to indicate occupation of the land,PROPERTY
if settlements do not occur and native title claims have to be resolved in an adversarial proceeding there remains the risk for the claimant community that native title may prove to be yet another of the prospects held out to indigenous communities where the realisable gain falls short of that originally expected as a result of the decision in mabo v queensland hca clr however if compromises are able to be achieved the cause of reconciliation between australias past and present will be greatly advanced and the economic social and educational benefits available to all australians may be better able to be accessed by members of claimant communities,PROPERTY
